job_title,job_detail_url,job_listed,company_name,company_link,company_location
Développeur Python Back-End (senior),https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-python-back-end-senior-at-patrowl-io-3947950022?refId=jym28f1lqHkMRiAYl%2FfK6w%3D%3D&trackingId=fTKGHAxus5ckEc%2FXnDuqIA%3D%3D&position=17&pageNum=6&trk=public_jobs_jserp-result_search-card,1 month ago,Patrowl.io,https://fr.linkedin.com/company/patrowl?trk=public_jobs_jserp-result_job-search-card-subtitle,"Paris, Île-de-France, France"
Développeur Python H/F,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-python-h-f-at-groupe-havana-3971378666?refId=jym28f1lqHkMRiAYl%2FfK6w%3D%3D&trackingId=GxxdHOoj6HW32SGnwil8pA%3D%3D&position=18&pageNum=6&trk=public_jobs_jserp-result_search-card,3 days ago,Groupe Havana,https://fr.linkedin.com/company/havana-it-&-apps?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lyon, Auvergne-Rhône-Alpes, France"
🐍 Senior Python Software Engineer,https://fr.linkedin.com/jobs/view/%F0%9F%90%8D-senior-python-software-engineer-at-bao-3966438079?refId=jym28f1lqHkMRiAYl%2FfK6w%3D%3D&trackingId=5qEBkDYzMV%2F2BIeQrZof6Q%3D%3D&position=19&pageNum=6&trk=public_jobs_jserp-result_search-card,1 week ago,BAO,https://fr.linkedin.com/company/baojobs?trk=public_jobs_jserp-result_job-search-card-subtitle,"Paris, Île-de-France, France"
Data analyst Python F/H - CDI -  Boulogne-Billancourt,https://fr.linkedin.com/jobs/view/data-analyst-python-f-h-cdi-boulogne-billancourt-at-catalina-france-3969794337?refId=jym28f1lqHkMRiAYl%2FfK6w%3D%3D&trackingId=spJToByT0TZQS%2BZL8OcE6g%3D%3D&position=20&pageNum=6&trk=public_jobs_jserp-result_search-card,3 days ago,Catalina Marketing France,https://fr.linkedin.com/company/catalina-marketing-france?trk=public_jobs_jserp-result_job-search-card-subtitle,"Boulogne-Billancourt, Île-de-France, France"
Développeur Python (H/F),https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-python-h-f-at-synechron-3945389003?refId=jym28f1lqHkMRiAYl%2FfK6w%3D%3D&trackingId=HRTb0RiRzJU4EwIYtCOJ%2FQ%3D%3D&position=21&pageNum=6&trk=public_jobs_jserp-result_search-card,3 days ago,Synechron,https://www.linkedin.com/company/synechron?trk=public_jobs_jserp-result_job-search-card-subtitle,"Île-de-France, France"
Pentester Junior H/F,https://fr.linkedin.com/jobs/view/pentester-junior-h-f-at-lesjeudis-3974355959?refId=jym28f1lqHkMRiAYl%2FfK6w%3D%3D&trackingId=Zs5qqtHLCOqSoUZKpHH1Ow%3D%3D&position=22&pageNum=6&trk=public_jobs_jserp-result_search-card,7 hours ago,LesJeudis,https://fr.linkedin.com/company/lesjeudis.com?trk=public_jobs_jserp-result_job-search-card-subtitle,"Paris, Île-de-France, France"
Consultant.e Python H/F,https://fr.linkedin.com/jobs/view/consultant-e-python-h-f-at-groupe-ingena-3951029023?refId=jym28f1lqHkMRiAYl%2FfK6w%3D%3D&trackingId=hImLuTP0t9bUm2ZZggVG3g%3D%3D&position=23&pageNum=6&trk=public_jobs_jserp-result_search-card,3 weeks ago,Groupe INGENA,https://fr.linkedin.com/company/groupe-ingena?trk=public_jobs_jserp-result_job-search-card-subtitle,Greater Paris Metropolitan Region
Junior Back-end & Integration Developer,https://fr.linkedin.com/jobs/view/junior-back-end-integration-developer-at-lesjeudis-3974360034?refId=jym28f1lqHkMRiAYl%2FfK6w%3D%3D&trackingId=7qbJcMqxtHtczYrKCY7oFA%3D%3D&position=24&pageNum=6&trk=public_jobs_jserp-result_search-card,7 hours ago,LesJeudis,https://fr.linkedin.com/company/lesjeudis.com?trk=public_jobs_jserp-result_job-search-card-subtitle,"Paris, Île-de-France, France"
Alternant - Assistant Data Analyst H/F,https://fr.linkedin.com/jobs/view/alternant-assistant-data-analyst-h-f-at-nestl%C3%A9-3972083182?refId=jym28f1lqHkMRiAYl%2FfK6w%3D%3D&trackingId=yLNCmJXdefoWuoPGpeoAZQ%3D%3D&position=25&pageNum=6&trk=public_jobs_jserp-result_search-card,2 days ago,Nestlé,https://ch.linkedin.com/company/nestle-s-a-?trk=public_jobs_jserp-result_job-search-card-subtitle,"Issy-les-Moulineaux, Île-de-France, France"
Software Engineer,https://fr.linkedin.com/jobs/view/software-engineer-at-adacore-3973443893?refId=H87NbEtSp9tSXVkosh%2BGiw%3D%3D&trackingId=ioF4WY1P6Xfbts8MBKW18A%3D%3D&position=1&pageNum=7&trk=public_jobs_jserp-result_search-card,15 hours ago,AdaCore,https://fr.linkedin.com/company/adacore?trk=public_jobs_jserp-result_job-search-card-subtitle,"Paris, Île-de-France, France"
Développeur Backend Golang / Python (H/F),https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-backend-golang-python-h-f-at-ateme-3960269645?refId=H87NbEtSp9tSXVkosh%2BGiw%3D%3D&trackingId=I1pjt4Ki4xB4jR6g7ii7zg%3D%3D&position=2&pageNum=7&trk=public_jobs_jserp-result_search-card,1 month ago,Ateme,https://fr.linkedin.com/company/ateme?trk=public_jobs_jserp-result_job-search-card-subtitle,"Vélizy-Villacoublay, Île-de-France, France"
Data Engineer | Python - Azure | IA & Machine Learning  | Paris ou Remote Partiel,https://fr.linkedin.com/jobs/view/data-engineer-python-azure-ia-machine-learning-paris-ou-remote-partiel-at-octopus-it-expert-du-recrutement-tech-3664568765?refId=H87NbEtSp9tSXVkosh%2BGiw%3D%3D&trackingId=8%2BdXzTY6Cq%2FnOkgEQ4OYpA%3D%3D&position=3&pageNum=7&trk=public_jobs_jserp-result_search-card,12 months ago,Octopus IT - Expert du recrutement tech,https://fr.linkedin.com/company/octopus-it-expert-du-recrutement-tech?trk=public_jobs_jserp-result_job-search-card-subtitle,"Paris, Île-de-France, France"
Python Developer | Top-Tier Hedge Fund | Paris,https://fr.linkedin.com/jobs/view/python-developer-top-tier-hedge-fund-paris-at-selby-jennings-3967658019?refId=H87NbEtSp9tSXVkosh%2BGiw%3D%3D&trackingId=M%2BTwchw4JWrw3CaRA1k6lw%3D%3D&position=4&pageNum=7&trk=public_jobs_jserp-result_search-card,1 week ago,Selby Jennings,https://uk.linkedin.com/company/selby-jennings?trk=public_jobs_jserp-result_job-search-card-subtitle,"Paris, Île-de-France, France"
Développeur Python F/H,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-python-f-h-at-alten-3928761992?refId=H87NbEtSp9tSXVkosh%2BGiw%3D%3D&trackingId=ZykD4kYiO4A1LF%2BZ4%2FiNtA%3D%3D&position=5&pageNum=7&trk=public_jobs_jserp-result_search-card,8 hours ago,ALTEN,https://fr.linkedin.com/company/alten?trk=public_jobs_jserp-result_job-search-card-subtitle,"Boulogne-Billancourt, Île-de-France, France"
Data specialist H/F,https://fr.linkedin.com/jobs/view/data-specialist-h-f-at-cr%C3%A9dit-agricole-titres-3971996093?refId=H87NbEtSp9tSXVkosh%2BGiw%3D%3D&trackingId=yRQYNhfNF%2FhHC6ssp%2BVZEQ%3D%3D&position=6&pageNum=7&trk=public_jobs_jserp-result_search-card,1 day ago,Crédit Agricole Titres,https://fr.linkedin.com/company/credit-agricole-titres?trk=public_jobs_jserp-result_job-search-card-subtitle,"Brunoy, Île-de-France, France"
Développeur Python Django H/F,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-python-django-h-f-at-objectware-3971385150?refId=H87NbEtSp9tSXVkosh%2BGiw%3D%3D&trackingId=YUHR3q8WPzE8BeMEHXKLBw%3D%3D&position=7&pageNum=7&trk=public_jobs_jserp-result_search-card,3 days ago,ObjectWare,https://fr.linkedin.com/company/objectware?trk=public_jobs_jserp-result_job-search-card-subtitle,"Bordeaux, Nouvelle-Aquitaine, France"
Data Analyst H/F,https://fr.linkedin.com/jobs/view/data-analyst-h-f-at-ikiga%C3%AF-3971381618?refId=H87NbEtSp9tSXVkosh%2BGiw%3D%3D&trackingId=dKRjTD%2Bjt9L3Fi7Vr4i3wg%3D%3D&position=8&pageNum=7&trk=public_jobs_jserp-result_search-card,3 days ago,IKIGAÏ,https://fr.linkedin.com/company/ikiga%C3%AF-groupe?trk=public_jobs_jserp-result_job-search-card-subtitle,"Lyon, Auvergne-Rhône-Alpes, France"
Développeur Python - F/H,https://fr.linkedin.com/jobs/view/d%C3%A9veloppeur-python-f-h-at-lesjeudis-3974352994?refId=H87NbEtSp9tSXVkosh%2BGiw%3D%3D&trackingId=QZfPNVbVdN%2B1BTScg092Cg%3D%3D&position=9&pageNum=7&trk=public_jobs_jserp-result_search-card,7 hours ago,LesJeudis,https://fr.linkedin.com/company/lesjeudis.com?trk=public_jobs_jserp-result_job-search-card-subtitle,"Fontaine, Auvergne-Rhône-Alpes, France"
Data Engineer (F/H),https://fr.linkedin.com/jobs/view/data-engineer-f-h-at-cr%C3%A9dit-agricole-technologies-et-services-3971444035?refId=H87NbEtSp9tSXVkosh%2BGiw%3D%3D&trackingId=1EEWvNq%2BZ9bv6y0Ur723%2FQ%3D%3D&position=10&pageNum=7&trk=public_jobs_jserp-result_search-card,2 days ago,Crédit Agricole Technologies et Services,https://fr.linkedin.com/company/credit-agricole-technologies-et-services?trk=public_jobs_jserp-result_job-search-card-subtitle,"Montpellier, Occitanie, France"
